title,author,ratings,reviews
"Good-Bye, Chunky Rice",Craig Thompson,3.79,7715
Troy Thompson's Excellent Poetry Book,Gary Crew,3.64,22
The Hermitage,Marie Bronsard,2.75,8
"Eat, Drink, and Be Gorgeous: A Nutritionist's Guide to Living Well While Living It Up",Esther Blum,3.5,269
The Complete Brothers Grimm Fairy Tales,Jacob Grimm,4.3,141835
Collected Grimm Tales,Carol Ann Duffy,4.1,40
Omar,Craig O. Thompson,4.0,22
Versailles,Jean-Marie Pérouse de Montclos,4.6,67
Blue Guide Paris and Versailles (Blue Guides),Delia Gray-Durant,4.2,5
Paris 1919: Six Months That Changed the World,Margaret MacMillan,4.08,10811
To Dance With Kings: A Novel of Versailles,Rosalind Laker,4.09,3256
Balthus,Stanislas Klossowski de Rola,4.24,29
"I, Juan de Pareja",Elizabeth Borton de Treviño,3.73,7658
Velázquez: The Technique of Genius,Jonathan Brown,4.7,44
Velázquez,Dawson W. Carr,4.23,13
Velázquez: Painter and Courtier,Jonathan Brown,4.29,35
National Narratives in Mexico: A History,Enrique  Florescano,4.2,10
How the World Really Works,Alan B. Jones,3.91,66
Selling Sickness: How the World's Biggest Pharmaceutical Companies are Turning Us All into Patients,Ray Moynihan,3.83,349
Selections from the Notebooks of Leonardo Da Vinci,Leonardo da Vinci,3.93,38549
Leonardo's Writings and Theory of Art,Claire Farago,0.0,0
The Writings and Drawings of Leonardo Da Vinci: Order and Chaos in Early Modern Thought,Robert Zwijnenberg,4.33,3
"1973 Nervous Breakdown: Watergate, Warhol, and the Birth of Post-Sixties America",Andreas Killen,3.64,121
Arthritis Rx: A Cutting-Edge Program for a Pain-Free Life,Vijay Vad,3.53,30
The New Arthritis Relief Diet: Proven Steps Stop Inflammation Prevent Joint Damage Decrease Medication Improve,James Scala,3.67,3
"The Da Vinci Collection: Inlcuding The Notebooks of Leonardo Da Vinci (Complete), Paintings and Drawings",Leonardo da Vinci,5.0,1
CSCE Decision-Making: The Madrid Experience,Jan Sizoo,0.0,0
The Madrid Codex: New Approaches To Understanding An Ancient Maya Manuscript,Gabrielle Vail,4.17,6
The Cosmos of the Yucatec Maya: Cycles and Steps from the Madrid Codex,Merideth Paxton,4.0,1
Papers on the Madrid Codex (Publication (Tulane University Middle American Research Institute)),Victoria Reifler Bricker,5.0,1
Joseph Beuys: Drawings Based on the Codices Madrid by Da Vinci,Martin Kemp,5.0,1
Hints on Household Taste: The Classic Handbook of Victorian Interior Decoration,Charles L. Eastlake,3.85,46
Methods and Materials of Painting of the Great Schools and Masters (vol #1-2),Charles L. Eastlake,4.25,24
Atom: An Odyssey From The Big Bang To Life On Earth   And Beyond,Lawrence M. Krauss,4.02,484
Diners of Pennsylvania,Brian Butko,4.22,18
South Philadelphia,Murray Dubin,3.75,8
2001 Mars Odyssey,Christopher T. Russell,0.0,0
Atom: An Odyssey from the Big Bang to Life on Earth... and Beyond,Lawrence M. Krauss,4.02,484
The Measure of All Things: The Seven-Year Odyssey and Hidden Error That Transformed the World,Ken Alder,3.91,842
By The Grace Of The Sea: A Woman's Solo Odyssey Around The World,Pat Henry,3.74,42
The Curious Lore of Precious Stones,George Frederick Kunz,4.0,70
"The Curious Morel: Mushroom Hunters' Recipes, Lore and Advice",Larry Lonik,2.7,10
A Quaint & Curious Volume Of Forgotten Lore: The Mythology & History Of Classic Horror Films,Frank J. Dello Stritto,4.25,4
McTeague,Frank Norris,3.68,5440
The Arsenic Labyrinth,Martin Edwards,3.78,827
Trip Trap,Jack Kerouac,3.5,122
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,4.19,151476
How I Became a Writer and Oggie Learned to Drive,Janet Taylor Lisle,3.58,43
A Century of Great Suspense Stories,Jeffery Deaver,3.72,95
Photobooth,Babbette Hines,4.18,108
MTV  Photobooth: An MTV Overground Book,MTV,4.0,9
American Photobooth,Nakki Goranin,4.2,125
"The Wire In The Blood (Tony Hill & Carol Jordan, #2)",Val McDermid,4.21,12842
Different Seasons,Stephen King,4.35,168932
"Crack Down (Kate Brannigan, #3)",Val McDermid,3.66,1096
"Deadline For Murder (Lindsay Gordon, #3)",Val McDermid,3.66,510
"Blue Genes (Kate Brannigan, #5)",Val McDermid,3.6,1134
"Conferences Are Murder (Lindsay Gordon, #4)",Val McDermid,3.48,485
Dead Even,Brad Meltzer,3.8,4586
A Touch of Rose Madder,Jim O'Connor,0.0,0
The Architect: Reconstructing Her Practice,Francesca Hughes,4.33,3
"Reconstructing Gender in Middle East: Tradition, Identity, and Power",Fatma Müge Göçek,3.0,3
Reconstructing Criminality in Latin America,Carlos Aguirre,3.25,4
Becoming Subjects: Sexualities and Secondary Schooling,Mary Louise Rasmussen,3.75,4
Ruffian: Burning From the Start,Jane Schwartz,4.36,2526
The  Licorice Daughter: My Year with Ruffian,Lyn Lifshin,4.11,18
Ruffian: Thoroughbred Legends,Milton C. Toby,4.14,35
Huia Short Stories 6: Contemporary Maori Fiction,Huia Publishers,3.67,6
Secretariat: Racing's Greatest Triple Crown Winner,Timothy T. Capps,3.95,55
Seattle Slew: Racing's Only Undefeated Triple Crown Winner,Dan Mearns,4.0,41
"Living Legend (Thoroughbred, #39)",Joanna Campbell,3.94,231
Sunday Silence,Ray Paulick,4.33,36
War Admiral,Edward L. Bowen,3.97,38
Bold Ruler,Edward L. Bowen,4.17,18
Citation: Thoroughbred Legends,Pauhla Smith,3.95,22
Affirmed and Alydar: Racing's Greatest Rivalry,Timothy T. Capps,4.22,37
Man o' War: Thoroughbred Legends,Edward L. Bowen,4.04,47
Assault: Thoroughbred Legends,Eva Jolene Boyd,4.16,25
Whittingham: The Story of a Thoroughbred Racing Legend,Laguna Niguel Hovdey,3.7,10
Dr. Fager: Thoroughbred Legends,Steve Haskin,4.23,35
Damascus,Lucy Heckman,3.87,15
Genuine Risk,Hallie McEvoy,4.15,33
Personal Ensign: Thoroughbred Legends,Bill Heller,4.08,25
Northern Dancer: The Legend And His Legacy,Muriel Lennox,4.33,61
The Jungle Book,Rudyard Kipling,3.93,101243
"Jungle Tales of Tarzan (Tarzan, #6)",Edgar Rice Burroughs,3.71,2281
Kelso,Steve Haskin,4.16,25
"Swaps: Thoroughbred Legends (Thoroughbred Legends, Number 14)",Barry Irwin,4.06,18
Round Table: Thoroughbred Legends,John McEvoy,4.0,22
Affirmed and Alydar: Thoroughbred Legends,Timothy T. Capps,4.22,37
Our Lady of the Forest,David Guterson,3.0,3508
Kentucky Derby 132 Review Featuring Barbaro,Churchill Downs,4.5,2
Venice Revealed: An Intimate Portrait,Paolo Barbaro,3.76,25
Tree & Shrub Gardening for Washington & Oregon,Alison Beck,3.81,16
The Other Side,Alfred Kubin,3.83,1193
Old Songs in a New Cafe: Selected Essays,Robert James Waller,3.84,584
A Tree Grows In Brooklyn,Betty  Smith,4.26,378582
Betty Smith: A Life of the Author of a Tree Grows in Brooklyn,Valerie Raleigh Yow,3.97,119
A tree grows in Brooklyn,Betty  Smith,4.26,378582
"Exile's Valor (Heralds of Valdemar, #7)",Mercedes Lackey,4.19,11566
"The Fairy Godmother (Five Hundred Kingdoms, #1)",Mercedes Lackey,3.97,17008
Les français de l'an quarante. Ouvriers et soldats,Jean-Louis Crémieux-Brilhac,0.0,0
La Suite Du Roman de Merlin,Unknown,3.43,7
"Elvenborn (Halfblood Chronicles, #3)",Andre Norton,3.99,8090
"Owlflight (Owl Mage Trilogy, #1)",Mercedes Lackey,3.98,10112
Let's Eat Out!: Your Passport to Living Gluten and Allergy Free,Kim Koeller,3.67,24
Suite française,Irène Némirovsky,3.84,59267
Suite Française,Irène Némirovsky,3.84,59267
Let It Blurt: The Life and Times of Lester Bangs,Jim DeRogatis,3.89,2340
Bedlam's Edge (Bedlam's Bard),Mercedes Lackey,3.92,1024
"Storm Breaking (Valdemar: Mage Storms, #3)",Mercedes Lackey,4.06,11672
"The Serpent's Shadow (Elemental Masters, #2)",Mercedes Lackey,3.99,9603
"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,4.14,32733
"By the Sword (Kerowyn's Tale) (Heralds of Valdemar, #4)",Mercedes Lackey,4.25,19423
The Wizard of Karres,Mercedes Lackey,3.92,1489
"Mad Maudlin (Bedlam's Bard, #6)",Mercedes Lackey,3.94,1854
"The Black Swan (Fairy Tales, #2)",Mercedes Lackey,3.86,8242
"The Gates of Sleep (Elemental Masters, #3)",Mercedes Lackey,3.85,7907
"Elizabeth I: War and Politics, 1588-1603",Wallace T. MacCaffrey,4.5,2
"Native Trees of the Midwest: Identification, Wildlife Values, & Landscaping Use",Sally S. Weeks,4.0,3
Landscaping with Wildflowers,Jim Wilson,3.11,9
Michelangelo And The Pope's Ceiling,Ross King,3.76,30886
Michelangelo & the Pope's Ceiling,Ross King,3.76,30886
Michelangelo and the Pope's Ceiling,Ross King,3.76,30886
"Buena Vista: Life and Work on a Puerto Rican Hacienda, 1833-1904",Guillermo Baralt,4.5,2
"From Hacienda to Bungalow: Northern New Mexico Houses, 1850-1912",Reeve Agnesa Lufkin,0.0,0
Remembering the Hacienda: History and Memory in the Mexican American Southwest,Vincent Perez,5.0,1
Accouplement,Norman Rush,3.81,3586
Recollections Of Wittgenstein,Rush Rhees,4.08,12
Daughter Of Joy: A Novel Of Gold Rush California,JoAnn Levy,3.83,35
Iron Chef: The Official Book,Fuji Television,3.69,181
"Geography, Study Guide: Realms, Regions, and Concepts",H.J. de Blij,2.5,2
Financial Leadership for Nonprofit Executives: Guiding Your Organization to Long-Term Success,Jeanne Bell,3.85,34
"Laying Down the Law: The 25 Laws of Parenting to Keep Your Kids on Track, Out of Trouble, and (Pretty Much) Under Control",Ruth Peters,3.46,26
Labored in Papyrus Leaves: Perspectives on an Epigram Collection Attributed to Posidippus (P. Mil. Vogl. VIII 309),Benjamin Acosta-Hughes,3.5,2
Mary Stuart,Friedrich Schiller,3.48,5132
"The Virgin in the Ice (Chronicles of Brother Cadfael, #6)",Ellis Peters,4.13,7447
Learning Power,Dave Ellis,0.0,0
Conversations of Goethe,Johann Peter Eckermann,4.36,459
Alice In Wonderland,Lewis Carroll,4.02,225016
"The Devil's Novice (Chronicles of Brother Cadfael, #8)",Ellis Peters,4.1,5224
Tar Baby,Toni Morrison,3.94,17139
Ellis Island Interviews: In Their Own Words,Peter Morton Coan,4.06,181
"The Confession of Brother Haluin (Chronicles of Brother Cadfael, #15)",Ellis Peters,4.09,4282
Seven Pauline Letters,Peter F. Ellis,3.33,6
"84, Charing Cross Road",Helene Hanff,4.19,42241
Eyewitness to Irish History,Peter Berresford Ellis,3.42,26
"A Nice Derangement of Epitaphs (Felse, #4)",Ellis Peters,3.85,620
More mystery cats : feline felonies,Cynthia Manson,3.8,59
Haunting Rachel,Kay Hooper,3.86,3084
Finding Laura,Kay Hooper,3.88,2177
Ombres volées,Kay Hooper,4.12,11650
Eye of the Beholder,Kay Robbins,3.76,103
Mr. Perfect,Linda Howard,4.06,31088
The Cutting Edge,Linda Howard,3.45,2635
Elijah's Violin and Other Jewish Fairy Tales,Howard Schwartz,4.22,74
A History of Japanese Literature: The First Thousand Years,Shūichi Katō,3.86,35
The Power of Concentration,William Walker Atkinson,3.76,927
The Solar Plexus or Abdominal Brain,William Walker Atkinson,3.71,58
"Philosophy or Dialectic?: Analysis, Realism and Reality",Stephen Theron,0.0,0
"Africa, Philosophy and the Western Tradition: An Essay in Self-Understanding",Stephen Theron,3.0,1
"Show Stopper (Peter Brichter, #5)",Mary Monica Pulver,3.84,92
"The Unforgiving Minutes (Peter Brichter, #1)",Mary Monica Pulver,3.89,105
"Ashes to Ashes  (Peter Brichter, #3)",Mary Monica Pulver,3.78,64
"Original Sin (Peter Brichter, #4)",Mary Monica Pulver,3.82,91
"Knight Fall (Peter Brichter, #2)",Mary Monica Pulver,3.69,324
Personal Memoirs,Ulysses S. Grant,4.19,4074
"The Barque of Heaven (Stargate SG-1, #11)",Suzanne Wood,4.15,407
"Stargate SG-1: The Illustrated Companion, Season 10",Natalie  Barnes,4.24,25
Stargate: Atlantis: The Official Companion Season 3,Sharon Gosling,3.97,29
"Relativity (Stargate SG-1, #10)",James Swallow,3.89,236
Reading Stargate SG-1,Stan Beeler,3.48,31
Approaching the Possible: The World of Stargate SG-1,Jo Storm,3.85,46
"Casualties of War (Stargate Atlantis, #7)",Elizabeth Christensen,3.92,327
"Stepping through the Stargate: Science, Archaeology and the Military in Stargate SG1",P.N. Elrod,3.99,69
Shadow Dance,Julie Garwood,4.0,13071
"The Bride (Lairds' Fiancees, #1)",Julie Garwood,4.25,53729
Golf's 100 Toughest Holes,Chris Millard,5.0,1
"Lost Balls: Great Holes, Tough Shots, and Bad Lies",Charles Lindsay,3.92,49
"The Wedding (Lairds' Fiancées, #2)",Julie Garwood,4.17,27702
"Killjoy (Buchanan-Renard, #3)",Julie Garwood,4.01,13351
"Marie: An Invitation to Dance, Paris, 1775",Kathleen V. Kudlinski,3.64,67
"Shannon: A Chinatown Adventure, San Francisco, 1880",Kathleen V. Kudlinski,3.72,57
"Marie: Mystery at the Paris Ballet, Paris, 1775",Jacqueline Dembar Greene,3.88,33
"Marie: Summer in the Country, Paris, 1775",Jacqueline Dembar Greene,3.46,28
Maniac Magee,Jerry Spinelli,3.88,114871
Cat's Cradle,Kurt Vonnegut Jr.,4.16,331523
High School Musical,N.B. Grace,3.87,1186
High Noon,Nora Roberts,3.98,25774
"Rogue Berserker (Berserker, #14)",Fred Saberhagen,3.77,167
"The Last Book of Swords: Shieldbreaker's Story (Lost Swords, #8)",Fred Saberhagen,3.88,1303
Dancing Bears,Fred Saberhagen,3.26,66
The Ultimate Enemy,Fred Saberhagen,3.8,293
"The Face of Apollo (Book of the Gods, #1)",Fred Saberhagen,3.55,324
The Art of William Steig,Claudia J. Nahson,4.41,51
Tagalog-English/English-Tagalog Standard Dictionary,Carl Rubino,4.06,16
Harriet Spies Again,Helen Ericson,3.85,1520
Iron Men and Tin Fish: The Race to Build a Better Torpedo During World War II,Anthony Newpower,3.94,17
Italy With Kids,Barbara Pape,3.78,9
Tin Men,Archie Green,3.67,3
Data Complexity in Pattern Recognition,Mitra Basu,0.0,0
Increasing Student Learning Through Multimedia Projects,Michael Simkins,2.93,15
On Good Land: The Autobiography of an Urban Farm,Michael Ableman,3.95,130
Life of Johnson,James Boswell,3.92,3088
"Tintin au pays des Soviets (Tintin, #1)",Hergé,3.64,14125
"England, Their England",A.G. Macdonell,3.67,389
Frommer's Italy 2006,Darwin Porter,3.86,125
The Prince of Pleasure: The Prince of Wales and the Making of the Regency,Saul David,3.68,140
State of Fear,Michael Crichton,3.7,79020
Next,Michael Crichton,3.5,64154
A Case of Need,Jeffery Hudson,3.72,32508
Rising Sun,Michael Crichton,3.63,46971
The Lost World,Michael Crichton,3.78,117340
The Andromeda Strain,Michael Crichton,3.89,215679
Prey,Michael Crichton,3.76,158541
Good to Go: The Life And Times Of A Decorated Member Of The U.s. Navy's Elite Seal Team Two,Harold Constance,4.25,325
"Boys of '67: From Vietnam to Iraq, the Extraordinary Story of a Few Good Men",Charles Jones,3.9,30
A Good Day's Work: An Iowa Farm in the Great Depression,Dwight W. Hoover,3.52,23
A Cabinetmaker's Notebook,James Krenov,4.43,185
The Bridge to Infinity: Harmonic 371244,Bruce L. Cathie,3.9,10
Riding Quantum Waves: A 7-Step Plan For Manifesting Desires In the Information Age,Barbara Chang,3.5,2
My Century,Günter Grass,3.47,1366
John Wesley's Social Ethics: Praxis And Principles,Manfred Marquardt,3.83,12
Günter Brus: Nervous Stillness on the Horizon,Monika Faber,4.71,7
"A History of the Logarithmic Slide Rule and Allied Instruments, and on the History of Gunter's Scale and the Slide Rule During the Seventeenth Century",Florian Cajori,2.5,2
The Magic Of Believing,Claude M. Bristol,4.23,4268
"Natural Witchery: Intuitive, Personal & Practical Magick",Ellen Dugan,4.1,1593
Space Cat,Ruthven Todd,4.26,227
Beautiful Angiola: The Lost Sicilian Folk and Fairy Tales of Laura Gonzenbach,Laura Gonzenbach,3.91,22
Spirits of the Wild: The World's Great Nature Tales,Gary Ferguson,3.1,21
Great Tales of Science Fiction,Robert Silverberg,3.86,36
Choices: An Introduction to Decision Theory,Michael D. Resnik,3.75,24
Frege And The Philosophy Of Mathematics,Michael D. Resnik,3.5,2
Amazing Grace,Larry D. Thomas,3.67,3
At the Bonehouse: Poems by Jack Bedell,Jack B. Bedell,4.33,9
A Different Kind of Hunger,Beth Ann Fennelly,3.86,14
Strata: Poems,Roger  Jones,3.0,1
A  History of the Sweetness of the World,Michael   Lieberman,0.0,0
Where Skulls Speak Wind,Larry D. Thomas,3.5,2
What Passes For Love,Jack B. Bedell,4.6,5
Stormbreaker: La bande dessinée,Antony Johnston,3.97,3122
Where Joy Begins:  A Little Book Of Hope,Chris Shea,5.0,1
A Little Inspiration for a Hope Filled Day,Connie Troyer,5.0,1
Freddie And Flossie And The Little Seed (Bobbsey Twins Ready To Read),Laura Lee Hope,3.85,13
"Natural Woman: How to Beat Fatigue, Look Radiant and Take Control of Your Health",Penelope Sach,0.0,0
Healing and Cleansing with Herbal Tea,Penelope Sach,4.0,2
Avant Le Roman: L'All�gorie Et l'�mergence de la Narration Fran�aise Au 16�me Si�cle,Mary Bouchard,0.0,0
"Annales Bergsoniennes, tome IÂ : Bergson dans le siÃ¨cle",Frédéric Worms,0.0,0
Le Fromage et les vers : LÂ’univers dÂ’un meunier du XVIe siÃ¨cle,Carlo Ginzburg,3.97,3706
Ntc's Vietnamese-English Dictionary,Nguyẽ̂n Đình Hoà,3.0,1
Essential English-Vietnamese Dictionary,Nguyẽ̂n Đình Hoà,3.2,5
Composite Materials: Design and Applications,Y. Koby Cohen,2.0,1
Chameleon Swims / Tac ke hoa boi: Vietnamese-English (Chameleon),Laura Hambleton,3.44,16
XVIIIe siècle,André Lagarde,4.31,36
Chameleon Races/ Tac Ke Hoa Chay Dua: English-Vietnamese (Chameleon),Laura Hambleton,3.5,14
201 Vietnamese Verbs: Compounds And Phrases For Everyday Usage,Nguyẽ̂n Đình Hoà,0.0,0
Hybrid Finite Element Method for Stress Analysis of Laminated Composites,Suong Van Hoa,0.0,0
Hoa Hakananai'a,Jo Anne Van Tilburg,3.8,10
Analysis for Design of Fiber Reinforced Plastic Vessels,Suong V. Hoa,0.0,0
"Vietnamese-English Student Dictionary, Revised and Enlarged Edition",Nguyẽ̂n Đình Hoà,0.0,0
New York Flying High,Elizabeth Bibb,4.0,4
"Bibb County, Alabama: The First Hundred Years",Rhoda C. Ellison,4.5,2
Trust Matters: For Organisational and Personal Success,Sally Bibb,4.0,2
Woodpeckers,Emily Rose Townsend,3.25,8
Chuck Close: A Couple of Ways of Doing Something,Bob Holman,4.53,17
"Chuck Close, Up Close",Jan Greenberg,4.22,77
Watercolours: From Durer to Balthus,Jean Leymarie,4.0,2
The Blue Ribbon Day,Katie Couric,3.59,94
Guess Who Loves Blue!,Deborah Reber,3.22,9
"Blue Train, Green Train (Bright & Early Books)",Wilbert Awdry,3.63,273
A Day in the Life of Murphy,Alice Provensen,3.6,131
Blue un dde lluvia (Pistas de Blue),Deborah Reber,3.86,21
Mrs. Pepper's Mother's Day,Alice Wilder,3.0,8
Blue's Friendship Day / What's Blue Building? (Blue's Clues),Astora Newton,2.0,1
Wicked Lady: Salvador Dali's Muse,Tim McGirk,3.85,40
Origins and Revolutions,Clive Gamble,4.06,17
Exploring Children's Literature: Teaching the Language and Reading of Fiction,Paul Chapman Press,3.33,3
The Biggest Game in Town,Al Álvarez,3.7,903
"Players: Con Men, Hustlers, Gamblers, and Scam Artists",Stephen Hyde,3.94,32
